EmployeeNumber,Department,JobRole,Attrition_Prob,Risk,ONETRole,SkillGap,SkillGapCount,Engagement,Recommendation
448,Research & Development,Laboratory Technician,0.45854707345951495,MEDIUM,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",8,,Upskill in Active Learning
449,Sales,Sales Executive,0.33506286626294896,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking",8,,Upskill in Active Learning
450,Research & Development,Research Scientist,0.11748041625409772,LOW,Biological Scientists,,0,,No immediate recommendation
451,Research & Development,Healthcare Representative,0.44732328282846645,MEDIUM,Sales Representatives of Services,,0,,No immediate recommendation
452,Research & Development,Research Scientist,0.07783604634393876,LOW,Biological Scientists,,0,,No immediate recommendation
453,Sales,Sales Executive,0.4568771678516195,MEDIUM,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",7,,Upskill in Active Learning
454,Research & Development,Laboratory Technician,0.8104304491044085,HIGH,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",7,,Upskill in Active Learning
455,Research & Development,Laboratory Technician,0.3269031667315985,MEDIUM,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
456,Sales,Sales Executive,0.06468922927933536,LOW,Sales Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",7,,Upskill in Active Learning
458,Sales,Sales Executive,0.2368039518758787,LOW,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
460,Research & Development,Manufacturing Director,0.05358308990723816,LOW,Industrial Production Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
461,Research & Development,Research Director,0.06765888303858296,LOW,Natural Sciences Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
462,Research & Development,Manufacturing Director,0.3643005949499583,MEDIUM,Industrial Production Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Science",5,,Upskill in Active Learning
463,Sales,Sales Executive,0.49706483579695004,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
464,Research & Development,Manufacturing Director,0.03347921834004943,LOW,Industrial Production Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
465,Research & Development,Research Scientist,0.16035811109649548,LOW,Biological Scientists,,0,,No immediate recommendation
466,Research & Development,Manufacturing Director,0.5698644620010738,MEDIUM,Industrial Production Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
467,Sales,Sales Representative,0.8605298989027892,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
468,Research & Development,Research Director,0.11952459583429546,LOW,Natural Sciences Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
469,Sales,Sales Executive,0.09614898060351743,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",8,,Upskill in Active Learning
470,Human Resources,Human Resources,0.44787054677657817,MEDIUM,Human Resources Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",8,,Upskill in Active Learning
471,Research & Development,Laboratory Technician,0.14353443748135028,LOW,Biological Technicians,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
473,Sales,Manager,0.28344736278448496,LOW,General and Operations Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
474,Research & Development,Research Scientist,0.4206513765287207,MEDIUM,Biological Scientists,,0,,No immediate recommendation
475,Sales,Sales Executive,0.7892039928348081,HIGH,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
476,Sales,Sales Executive,0.1745096786272996,LOW,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
477,Research & Development,Healthcare Representative,0.0555622012856404,LOW,Sales Representatives of Services,,0,,No immediate recommendation
478,Sales,Sales Representative,0.9899594485957859,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
479,Sales,Sales Executive,0.07656414934978681,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",8,,Upskill in Active Learning
481,Sales,Sales Executive,0.36119658769298907,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",8,,Upskill in Active Learning
482,Research & Development,Healthcare Representative,0.024458761179577643,LOW,Sales Representatives of Services,,0,,No immediate recommendation
483,Research & Development,Laboratory Technician,0.2293604979948743,LOW,Biological Technicians,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
484,Sales,Sales Representative,0.47033771222005305,MEDIUM,Sales Representatives of Services,,0,,No immediate recommendation
485,Sales,Sales Representative,0.9024729870337201,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
486,Research & Development,Laboratory Technician,0.3365121356638609,MEDIUM,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
487,Research & Development,Manufacturing Director,0.05454699855532926,LOW,Industrial Production Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
488,Sales,Sales Executive,0.5244937880919663,MEDIUM,Sales Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
491,Research & Development,Healthcare Representative,0.0761922742966987,LOW,Sales Representatives of Services,,0,,No immediate recommendation
492,Sales,Sales Executive,0.7425197486744253,HIGH,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
493,Research & Development,Research Scientist,0.531747806476851,MEDIUM,Biological Scientists,,0,,No immediate recommendation
494,Sales,Sales Representative,0.715172370897398,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
495,Research & Development,Research Scientist,0.3004454136910089,MEDIUM,Biological Scientists,,0,,No immediate recommendation
496,Research & Development,Healthcare Representative,0.32412806034632397,MEDIUM,Sales Representatives of Services,,0,,No immediate recommendation
497,Research & Development,Laboratory Technician,0.23676581717754075,LOW,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Speaking",7,,Upskill in Active Learning
498,Sales,Sales Executive,0.1591792908673588,LOW,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
499,Research & Development,Healthcare Representative,0.06702661874876575,LOW,Sales Representatives of Services,,0,,No immediate recommendation
500,Sales,Sales Executive,0.062384233517116354,LOW,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
501,Research & Development,Research Scientist,0.09764605249202768,LOW,Biological Scientists,,0,,No immediate recommendation
502,Sales,Sales Executive,0.8386220928566855,HIGH,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
505,Research & Development,Manager,0.05979242526922634,LOW,General and Operations Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
507,Sales,Sales Executive,0.5119822746757828,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",10,,Upskill in Active Learning
508,Sales,Sales Representative,0.7035952391208208,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
510,Research & Development,Research Scientist,0.35057797260278956,MEDIUM,Biological Scientists,,0,,No immediate recommendation
511,Research & Development,Research Scientist,0.40288631348525644,MEDIUM,Biological Scientists,,0,,No immediate recommendation
513,Sales,Sales Executive,0.56196749259226,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
514,Research & Development,Research Scientist,0.9108469006861083,HIGH,Biological Scientists,,0,,No immediate recommendation
515,Research & Development,Laboratory Technician,0.2785180433259095,LOW,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
516,Sales,Sales Executive,0.1719147568792305,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",10,,Upskill in Active Learning
517,Research & Development,Laboratory Technician,0.36254935903003016,MEDIUM,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",8,,Upskill in Active Learning
518,Research & Development,Manufacturing Director,0.46671581863193046,MEDIUM,Industrial Production Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
520,Research & Development,Research Director,0.042659265331172536,LOW,Natural Sciences Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
521,Research & Development,Laboratory Technician,0.43853692352725937,MEDIUM,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
522,Research & Development,Research Director,0.09084651054087305,LOW,Natural Sciences Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
523,Sales,Sales Executive,0.3386738993295016,MEDIUM,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking",7,,Upskill in Active Learning
524,Research & Development,Manufacturing Director,0.11695040620080781,LOW,Industrial Production Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
525,Research & Development,Laboratory Technician,0.6597513537380719,HIGH,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
526,Research & Development,Healthcare Representative,0.2191399726799811,LOW,Sales Representatives of Services,,0,,No immediate recommendation
527,Sales,Sales Executive,0.8154251403419407,HIGH,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",8,,Upskill in Active Learning
529,Research & Development,Research Scientist,0.4677463750829542,MEDIUM,Biological Scientists,,0,,No immediate recommendation
530,Research & Development,Laboratory Technician,0.42128309627959754,MEDIUM,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
531,Research & Development,Manager,0.3009890613149019,MEDIUM,General and Operations Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
532,Sales,Sales Executive,0.10633153614217483,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",9,,Upskill in Active Learning
533,Sales,Sales Executive,0.5342132048424487,MEDIUM,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
534,Sales,Sales Executive,0.1366310153144547,LOW,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
536,Research & Development,Laboratory Technician,0.4276043777003352,MEDIUM,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
538,Research & Development,Laboratory Technician,0.6890031456552658,HIGH,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking",8,,Upskill in Active Learning
543,Research & Development,Manufacturing Director,0.0755522869452413,LOW,Industrial Production Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
544,Research & Development,Research Scientist,0.08289858655452696,LOW,Biological Scientists,,0,,No immediate recommendation
546,Research & Development,Manager,0.013149215174739272,LOW,General and Operations Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",10,,Upskill in Active Learning
547,Research & Development,Research Scientist,0.401731763302532,MEDIUM,Biological Scientists,,0,,No immediate recommendation
548,Research & Development,Manufacturing Director,0.17508027038896784,LOW,Industrial Production Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",8,,Upskill in Active Learning
549,Research & Development,Manager,0.4445664354051434,MEDIUM,General and Operations Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
550,Research & Development,Manufacturing Director,0.02090680059132484,LOW,Industrial Production Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
551,Research & Development,Healthcare Representative,0.0402818830915873,LOW,Sales Representatives of Services,,0,,No immediate recommendation
554,Sales,Sales Representative,0.9351921493671493,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
555,Sales,Sales Representative,0.7291494287980085,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
556,Research & Development,Laboratory Technician,0.6416163409512153,HIGH,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
558,Sales,Manager,0.026256400335122835,LOW,General and Operations Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
560,Research & Development,Research Scientist,0.3026162190563145,MEDIUM,Biological Scientists,,0,,No immediate recommendation
562,Research & Development,Laboratory Technician,0.12303576592124478,LOW,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
564,Research & Development,Research Director,0.05502826588503797,LOW,Natural Sciences Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",10,,Upskill in Active Learning
565,Research & Development,Research Scientist,0.7430071614500275,HIGH,Biological Scientists,,0,,No immediate recommendation
566,Human Resources,Human Resources,0.6647209860025587,HIGH,Human Resources Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
567,Sales,Sales Executive,0.2505817531278424,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",8,,Upskill in Active Learning
568,Sales,Manager,0.1709656661793912,LOW,General and Operations Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
569,Research & Development,Manager,0.4565392985132396,MEDIUM,General and Operations Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",9,,Upskill in Active Learning
571,Research & Development,Laboratory Technician,0.09333086084674722,LOW,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
573,Sales,Sales Executive,0.6528466728932572,HIGH,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
574,Research & Development,Manufacturing Director,0.02130070821897206,LOW,Industrial Production Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",8,,Upskill in Active Learning
575,Research & Development,Research Director,0.08266915991184594,LOW,Natural Sciences Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
577,Research & Development,Laboratory Technician,0.5616883520849443,MEDIUM,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
578,Research & Development,Laboratory Technician,0.39230643849240393,MEDIUM,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
579,Research & Development,Research Scientist,0.0669448427597815,LOW,Biological Scientists,,0,,No immediate recommendation
580,Sales,Sales Executive,0.4638986796587798,MEDIUM,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
581,Research & Development,Manufacturing Director,0.013736428699102967,LOW,Industrial Production Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Science, Writing",6,,Upskill in Active Learning
582,Research & Development,Manager,0.6689643768600618,HIGH,General and Operations Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
584,Research & Development,Laboratory Technician,0.625610496127517,HIGH,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
585,Sales,Sales Representative,0.6193379129493166,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
586,Research & Development,Healthcare Representative,0.5224356937053257,MEDIUM,Sales Representatives of Services,,0,,No immediate recommendation
587,Research & Development,Healthcare Representative,0.710152085142239,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
590,Human Resources,Human Resources,0.9692699053298606,HIGH,Human Resources Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",10,,Upskill in Active Learning
591,Research & Development,Laboratory Technician,0.27833111251751763,LOW,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
592,Sales,Sales Executive,0.28418218207028956,LOW,Sales Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
593,Research & Development,Laboratory Technician,0.8632664497218123,HIGH,Biological Technicians,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
595,Sales,Sales Executive,0.18586919938508775,LOW,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
597,Sales,Manager,0.09373438920731492,LOW,General and Operations Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
599,Sales,Sales Executive,0.024911757652786526,LOW,Sales Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
600,Sales,Sales Executive,0.5445174718995968,MEDIUM,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
601,Research & Development,Manufacturing Director,0.1693271434976165,LOW,Industrial Production Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
602,Research & Development,Laboratory Technician,0.26513032573162065,LOW,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",10,,Upskill in Active Learning
604,Sales,Sales Executive,0.5001221003880253,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
605,Research & Development,Manufacturing Director,0.4086970287922693,MEDIUM,Industrial Production Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
606,Sales,Sales Executive,0.018906429617418008,LOW,Sales Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",8,,Upskill in Active Learning
608,Human Resources,Human Resources,0.8440063676282862,HIGH,Human Resources Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",6,,Upskill in Active Learning
611,Research & Development,Manufacturing Director,0.15439070552893577,LOW,Industrial Production Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Writing",7,,Upskill in Active Learning
612,Research & Development,Research Director,0.051566969925598366,LOW,Natural Sciences Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",7,,Upskill in Active Learning
613,Sales,Manager,0.43938267743797255,MEDIUM,General and Operations Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",9,,Upskill in Active Learning
614,Sales,Sales Representative,0.9873452861648222,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
615,Sales,Sales Executive,0.16539318927305663,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",9,,Upskill in Active Learning
616,Research & Development,Healthcare Representative,0.09286803656563573,LOW,Sales Representatives of Services,,0,,No immediate recommendation
618,Sales,Sales Executive,0.7208450298833536,HIGH,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",8,,Upskill in Active Learning
620,Sales,Sales Executive,0.26487351355813155,LOW,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
621,Sales,Sales Executive,0.10861650824445959,LOW,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
622,Research & Development,Laboratory Technician,0.9849303359317856,HIGH,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
623,Research & Development,Manufacturing Director,0.15272709017847003,LOW,Industrial Production Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",9,,Upskill in Active Learning
624,Research & Development,Healthcare Representative,0.19199833738073083,LOW,Sales Representatives of Services,,0,,No immediate recommendation
625,Sales,Manager,0.4787142059721508,MEDIUM,General and Operations Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
626,Sales,Sales Executive,0.1949908127704459,LOW,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
630,Research & Development,Research Scientist,0.23335764249052465,LOW,Biological Scientists,,0,,No immediate recommendation
631,Sales,Sales Executive,0.11932320262151941,LOW,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",7,,Upskill in Active Learning
632,Sales,Sales Representative,0.48741939159979986,MEDIUM,Sales Representatives of Services,,0,,No immediate recommendation
634,Research & Development,Healthcare Representative,0.019378085660589555,LOW,Sales Representatives of Services,,0,,No immediate recommendation
635,Research & Development,Manufacturing Director,0.3946778224071801,MEDIUM,Industrial Production Managers,"Active Learning, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",7,,Upskill in Active Learning
638,Research & Development,Research Director,0.016034825975144815,LOW,Natural Sciences Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking, Writing",9,,Upskill in Active Learning
639,Research & Development,Research Scientist,0.30829639083082067,MEDIUM,Biological Scientists,,0,,No immediate recommendation
641,Sales,Sales Executive,0.36193433640753636,MEDIUM,Sales Managers,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Speaking",9,,Upskill in Active Learning
643,Research & Development,Laboratory Technician,0.4369124527797465,MEDIUM,Biological Technicians,"Active Learning, Active Listening, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking",8,,Upskill in Active Learning
644,Human Resources,Manager,0.41564923320328395,MEDIUM,General and Operations Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
645,Sales,Sales Representative,0.5702774504910298,MEDIUM,Sales Representatives of Services,,0,,No immediate recommendation
647,Research & Development,Laboratory Technician,0.8247746028087576,HIGH,Biological Technicians,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Science, Speaking, Writing",8,,Upskill in Active Learning
648,Sales,Sales Representative,0.8849809925808014,HIGH,Sales Representatives of Services,,0,,No immediate recommendation
649,Research & Development,Research Scientist,0.24771594342820538,LOW,Biological Scientists,,0,,No immediate recommendation
650,Sales,Sales Executive,0.7598154055968136,HIGH,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
652,Research & Development,Laboratory Technician,0.7021752579525259,HIGH,Biological Technicians,"Active Learning, Learning Strategies, Mathematics, Monitoring, Science, Writing",6,,Upskill in Active Learning
653,Sales,Sales Executive,0.05366654522906862,LOW,Sales Managers,"Active Learning, Critical Thinking, Learning Strategies, Mathematics, Monitoring, Science, Speaking",7,,Upskill in Active Learning
655,Research & Development,Research Scientist,0.159705021964032,LOW,Biological Scientists,,0,,No immediate recommendation
656,Sales,Sales Executive,0.474337869405368,MEDIUM,Sales Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science, Writing",8,,Upskill in Active Learning
657,Research & Development,Research Scientist,0.31448533427872016,MEDIUM,Biological Scientists,,0,,No immediate recommendation
659,Research & Development,Healthcare Representative,0.021021948852974377,LOW,Sales Representatives of Services,,0,,No immediate recommendation
661,Research & Development,Research Director,0.07614239080438122,LOW,Natural Sciences Managers,"Active Learning, Active Listening, Learning Strategies, Mathematics, Monitoring, Reading Comprehension, Science",7,,Upskill in Active Learning
662,Research & Development,Research Scientist,0.23271648311217935,LOW,Biological Scientists,,0,,No immediate recommendation
