O*NET-SOC Code,Title,Element Name,Data Value
31-9099.02,Endoscopy Technicians,Speaking,3.12
31-9099.02,Endoscopy Technicians,Active Learning,3.12
31-9099.02,Endoscopy Technicians,Monitoring,3.12
31-9099.02,Endoscopy Technicians,Learning Strategies,2.75
31-9099.02,Endoscopy Technicians,Mathematics,2.0
31-9099.02,Endoscopy Technicians,Science,1.75
33-1011.00,First-Line Supervisors of Correctional Officers,Active Listening,4.0
33-1011.00,First-Line Supervisors of Correctional Officers,Critical Thinking,4.0
33-1011.00,First-Line Supervisors of Correctional Officers,Monitoring,4.0
33-1011.00,First-Line Supervisors of Correctional Officers,Speaking,3.88
33-1011.00,First-Line Supervisors of Correctional Officers,Reading Comprehension,3.75
33-1011.00,First-Line Supervisors of Correctional Officers,Writing,3.5
33-1011.00,First-Line Supervisors of Correctional Officers,Active Learning,3.25
33-1011.00,First-Line Supervisors of Correctional Officers,Learning Strategies,3.12
33-1011.00,First-Line Supervisors of Correctional Officers,Mathematics,2.12
33-1011.00,First-Line Supervisors of Correctional Officers,Science,1.5
33-1012.00,First-Line Supervisors of Police and Detectives,Reading Comprehension,4.0
33-1012.00,First-Line Supervisors of Police and Detectives,Active Listening,4.0
33-1012.00,First-Line Supervisors of Police and Detectives,Speaking,4.0
33-1012.00,First-Line Supervisors of Police and Detectives,Critical Thinking,4.0
33-1012.00,First-Line Supervisors of Police and Detectives,Monitoring,4.0
33-1012.00,First-Line Supervisors of Police and Detectives,Active Learning,3.88
33-1012.00,First-Line Supervisors of Police and Detectives,Writing,3.75
33-1012.00,First-Line Supervisors of Police and Detectives,Learning Strategies,3.75
33-1012.00,First-Line Supervisors of Police and Detectives,Mathematics,2.38
33-1012.00,First-Line Supervisors of Police and Detectives,Science,1.5
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Active Listening,4.0
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Speaking,3.88
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Critical Thinking,3.88
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Reading Comprehension,3.75
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Monitoring,3.75
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Writing,3.25
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Active Learning,3.25
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Learning Strategies,3.25
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Mathematics,2.5
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Science,1.88
33-1091.00,First-Line Supervisors of Security Workers,Active Listening,4.0
33-1091.00,First-Line Supervisors of Security Workers,Reading Comprehension,3.88
33-1091.00,First-Line Supervisors of Security Workers,Speaking,3.88
33-1091.00,First-Line Supervisors of Security Workers,Critical Thinking,3.88
33-1091.00,First-Line Supervisors of Security Workers,Monitoring,3.75
33-1091.00,First-Line Supervisors of Security Workers,Writing,3.62
33-1091.00,First-Line Supervisors of Security Workers,Active Learning,3.12
33-1091.00,First-Line Supervisors of Security Workers,Learning Strategies,3.0
33-1091.00,First-Line Supervisors of Security Workers,Mathematics,2.0
33-1091.00,First-Line Supervisors of Security Workers,Science,1.25
33-2011.00,Firefighters,Active Listening,3.62
33-2011.00,Firefighters,Critical Thinking,3.62
33-2011.00,Firefighters,Active Learning,3.62
33-2011.00,Firefighters,Speaking,3.5
33-2011.00,Firefighters,Monitoring,3.5
33-2011.00,Firefighters,Reading Comprehension,3.0
33-2011.00,Firefighters,Learning Strategies,2.88
33-2011.00,Firefighters,Writing,2.62
33-2011.00,Firefighters,Mathematics,2.38
33-2011.00,Firefighters,Science,2.0
33-2021.00,Fire Inspectors and Investigators,Active Listening,3.62
33-2021.00,Fire Inspectors and Investigators,Writing,3.5
33-2021.00,Fire Inspectors and Investigators,Speaking,3.5
33-2021.00,Fire Inspectors and Investigators,Critical Thinking,3.5
33-2021.00,Fire Inspectors and Investigators,Reading Comprehension,3.38
33-2021.00,Fire Inspectors and Investigators,Monitoring,3.25
33-2021.00,Fire Inspectors and Investigators,Active Learning,3.12
33-2021.00,Fire Inspectors and Investigators,Learning Strategies,3.0
33-2021.00,Fire Inspectors and Investigators,Mathematics,2.5
33-2021.00,Fire Inspectors and Investigators,Science,1.88
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Critical Thinking,4.0
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Speaking,3.75
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Active Listening,3.62
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Monitoring,3.38
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Reading Comprehension,3.12
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Writing,3.12
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Learning Strategies,3.12
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Active Learning,3.0
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Mathematics,2.12
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Science,1.88
33-3011.00,Bailiffs,Speaking,3.38
33-3011.00,Bailiffs,Monitoring,3.38
33-3011.00,Bailiffs,Active Listening,3.25
33-3011.00,Bailiffs,Critical Thinking,3.0
33-3011.00,Bailiffs,Reading Comprehension,2.88
33-3011.00,Bailiffs,Active Learning,2.75
33-3011.00,Bailiffs,Writing,2.25
33-3011.00,Bailiffs,Learning Strategies,2.12
33-3011.00,Bailiffs,Mathematics,1.5
33-3011.00,Bailiffs,Science,1.0
33-3012.00,Correctional Officers and Jailers,Active Listening,4.0
33-3012.00,Correctional Officers and Jailers,Monitoring,4.0
33-3012.00,Correctional Officers and Jailers,Speaking,3.88
33-3012.00,Correctional Officers and Jailers,Critical Thinking,3.75
33-3012.00,Correctional Officers and Jailers,Reading Comprehension,3.62
33-3012.00,Correctional Officers and Jailers,Active Learning,3.25
33-3012.00,Correctional Officers and Jailers,Writing,3.0
33-3012.00,Correctional Officers and Jailers,Learning Strategies,3.0
33-3012.00,Correctional Officers and Jailers,Mathematics,2.0
33-3012.00,Correctional Officers and Jailers,Science,1.38
33-3021.00,Detectives and Criminal Investigators,Active Listening,4.5
33-3021.00,Detectives and Criminal Investigators,Speaking,4.25
33-3021.00,Detectives and Criminal Investigators,Critical Thinking,4.12
33-3021.00,Detectives and Criminal Investigators,Reading Comprehension,4.0
33-3021.00,Detectives and Criminal Investigators,Writing,3.75
33-3021.00,Detectives and Criminal Investigators,Active Learning,3.75
33-3021.00,Detectives and Criminal Investigators,Monitoring,3.62
33-3021.00,Detectives and Criminal Investigators,Learning Strategies,2.88
33-3021.00,Detectives and Criminal Investigators,Mathematics,2.0
33-3021.00,Detectives and Criminal Investigators,Science,1.62
33-3021.02,Police Identification and Records Officers,Active Listening,3.88
33-3021.02,Police Identification and Records Officers,Speaking,3.88
33-3021.02,Police Identification and Records Officers,Reading Comprehension,3.75
33-3021.02,Police Identification and Records Officers,Critical Thinking,3.75
33-3021.02,Police Identification and Records Officers,Writing,3.25
33-3021.02,Police Identification and Records Officers,Active Learning,3.0
33-3021.02,Police Identification and Records Officers,Monitoring,3.0
33-3021.02,Police Identification and Records Officers,Learning Strategies,2.75
33-3021.02,Police Identification and Records Officers,Mathematics,2.0
33-3021.02,Police Identification and Records Officers,Science,1.75
33-3021.06,Intelligence Analysts,Reading Comprehension,4.25
33-3021.06,Intelligence Analysts,Active Listening,4.12
33-3021.06,Intelligence Analysts,Writing,4.0
33-3021.06,Intelligence Analysts,Speaking,4.0
33-3021.06,Intelligence Analysts,Critical Thinking,4.0
33-3021.06,Intelligence Analysts,Active Learning,3.62
33-3021.06,Intelligence Analysts,Monitoring,3.25
33-3021.06,Intelligence Analysts,Learning Strategies,3.0
33-3021.06,Intelligence Analysts,Mathematics,2.75
33-3021.06,Intelligence Analysts,Science,1.88
33-3031.00,Fish and Game Wardens,Speaking,3.88
33-3031.00,Fish and Game Wardens,Reading Comprehension,3.75
33-3031.00,Fish and Game Wardens,Active Listening,3.75
33-3031.00,Fish and Game Wardens,Critical Thinking,3.75
33-3031.00,Fish and Game Wardens,Writing,3.12
33-3031.00,Fish and Game Wardens,Monitoring,3.12
33-3031.00,Fish and Game Wardens,Active Learning,3.0
33-3031.00,Fish and Game Wardens,Learning Strategies,2.62
33-3031.00,Fish and Game Wardens,Mathematics,2.38
33-3031.00,Fish and Game Wardens,Science,2.38
33-3041.00,Parking Enforcement Workers,Speaking,3.12
33-3041.00,Parking Enforcement Workers,Monitoring,3.12
33-3041.00,Parking Enforcement Workers,Active Listening,3.0
33-3041.00,Parking Enforcement Workers,Critical Thinking,3.0
33-3041.00,Parking Enforcement Workers,Reading Comprehension,2.88
33-3041.00,Parking Enforcement Workers,Writing,2.75
33-3041.00,Parking Enforcement Workers,Active Learning,2.62
33-3041.00,Parking Enforcement Workers,Learning Strategies,2.12
33-3041.00,Parking Enforcement Workers,Mathematics,1.88
33-3041.00,Parking Enforcement Workers,Science,1.0
33-3051.00,Police and Sheriff's Patrol Officers,Active Listening,4.12
33-3051.00,Police and Sheriff's Patrol Officers,Speaking,3.88
33-3051.00,Police and Sheriff's Patrol Officers,Critical Thinking,3.88
33-3051.00,Police and Sheriff's Patrol Officers,Active Learning,3.88
33-3051.00,Police and Sheriff's Patrol Officers,Reading Comprehension,3.75
33-3051.00,Police and Sheriff's Patrol Officers,Monitoring,3.25
33-3051.00,Police and Sheriff's Patrol Officers,Writing,3.12
33-3051.00,Police and Sheriff's Patrol Officers,Learning Strategies,2.75
33-3051.00,Police and Sheriff's Patrol Officers,Mathematics,2.0
33-3051.00,Police and Sheriff's Patrol Officers,Science,1.38
33-3051.04,Customs and Border Protection Officers,Active Listening,4.0
33-3051.04,Customs and Border Protection Officers,Speaking,4.0
33-3051.04,Customs and Border Protection Officers,Critical Thinking,4.0
33-3051.04,Customs and Border Protection Officers,Reading Comprehension,3.88
33-3051.04,Customs and Border Protection Officers,Writing,3.62
33-3051.04,Customs and Border Protection Officers,Monitoring,3.62
33-3051.04,Customs and Border Protection Officers,Active Learning,3.38
33-3051.04,Customs and Border Protection Officers,Learning Strategies,2.62
33-3051.04,Customs and Border Protection Officers,Mathematics,2.25
33-3051.04,Customs and Border Protection Officers,Science,1.88
33-3052.00,Transit and Railroad Police,Active Listening,4.0
33-3052.00,Transit and Railroad Police,Speaking,4.0
33-3052.00,Transit and Railroad Police,Critical Thinking,3.88
33-3052.00,Transit and Railroad Police,Monitoring,3.38
33-3052.00,Transit and Railroad Police,Writing,3.25
33-3052.00,Transit and Railroad Police,Active Learning,3.25
33-3052.00,Transit and Railroad Police,Reading Comprehension,3.12
33-3052.00,Transit and Railroad Police,Learning Strategies,2.88
33-3052.00,Transit and Railroad Police,Mathematics,2.0
33-3052.00,Transit and Railroad Police,Science,1.12
33-9011.00,Animal Control Workers,Active Listening,3.75
33-9011.00,Animal Control Workers,Speaking,3.62
33-9011.00,Animal Control Workers,Critical Thinking,3.5
33-9011.00,Animal Control Workers,Reading Comprehension,3.0
33-9011.00,Animal Control Workers,Writing,3.0
33-9011.00,Animal Control Workers,Monitoring,3.0
33-9011.00,Animal Control Workers,Active Learning,2.88
33-9011.00,Animal Control Workers,Learning Strategies,2.75
33-9011.00,Animal Control Workers,Mathematics,2.0
33-9011.00,Animal Control Workers,Science,1.12
33-9021.00,Private Detectives and Investigators,Active Listening,4.12
33-9021.00,Private Detectives and Investigators,Speaking,4.0
33-9021.00,Private Detectives and Investigators,Reading Comprehension,3.88
33-9021.00,Private Detectives and Investigators,Critical Thinking,3.88
33-9021.00,Private Detectives and Investigators,Writing,3.62
33-9021.00,Private Detectives and Investigators,Active Learning,3.38
33-9021.00,Private Detectives and Investigators,Monitoring,3.38
33-9021.00,Private Detectives and Investigators,Learning Strategies,2.5
33-9021.00,Private Detectives and Investigators,Mathematics,2.25
33-9021.00,Private Detectives and Investigators,Science,1.5
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Monitoring,4.12
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Critical Thinking,3.75
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Speaking,3.62
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Reading Comprehension,3.25
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Active Listening,3.25
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Writing,3.12
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Active Learning,3.12
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Learning Strategies,2.5
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Mathematics,2.12
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Science,1.25
33-9032.00,Security Guards,Active Listening,3.75
33-9032.00,Security Guards,Monitoring,3.38
33-9032.00,Security Guards,Speaking,3.25
33-9032.00,Security Guards,Critical Thinking,3.12
33-9032.00,Security Guards,Reading Comprehension,3.0
33-9032.00,Security Guards,Active Learning,2.88
33-9032.00,Security Guards,Writing,2.75
33-9032.00,Security Guards,Learning Strategies,2.62
33-9032.00,Security Guards,Mathematics,2.0
33-9032.00,Security Guards,Science,1.5
33-9091.00,Crossing Guards and Flaggers,Speaking,3.12
33-9091.00,Crossing Guards and Flaggers,Active Listening,2.88
33-9091.00,Crossing Guards and Flaggers,Monitoring,2.88
33-9091.00,Crossing Guards and Flaggers,Critical Thinking,2.75
33-9091.00,Crossing Guards and Flaggers,Reading Comprehension,2.25
33-9091.00,Crossing Guards and Flaggers,Active Learning,2.25
33-9091.00,Crossing Guards and Flaggers,Writing,2.0
33-9091.00,Crossing Guards and Flaggers,Learning Strategies,1.88
33-9091.00,Crossing Guards and Flaggers,Mathematics,1.62
33-9091.00,Crossing Guards and Flaggers,Science,1.0
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Monitoring,3.75
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Speaking,3.5
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Active Listening,3.12
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Learning Strategies,3.12
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Critical Thinking,3.0
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Reading Comprehension,2.88
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Active Learning,2.75
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Writing,2.5
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Science,1.5
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Mathematics,1.38
33-9093.00,Transportation Security Screeners,Speaking,3.38
33-9093.00,Transportation Security Screeners,Monitoring,3.38
33-9093.00,Transportation Security Screeners,Active Listening,3.25
33-9093.00,Transportation Security Screeners,Critical Thinking,3.25
33-9093.00,Transportation Security Screeners,Reading Comprehension,3.0
33-9093.00,Transportation Security Screeners,Writing,2.88
33-9093.00,Transportation Security Screeners,Active Learning,2.88
33-9093.00,Transportation Security Screeners,Learning Strategies,2.5
33-9093.00,Transportation Security Screeners,Mathematics,1.88
33-9093.00,Transportation Security Screeners,Science,1.75
33-9094.00,School Bus Monitors,Monitoring,3.75
33-9094.00,School Bus Monitors,Speaking,3.25
33-9094.00,School Bus Monitors,Active Listening,3.0
33-9094.00,School Bus Monitors,Critical Thinking,2.88
33-9094.00,School Bus Monitors,Reading Comprehension,2.75
33-9094.00,School Bus Monitors,Writing,2.75
33-9094.00,School Bus Monitors,Active Learning,2.12
33-9094.00,School Bus Monitors,Learning Strategies,2.0
33-9094.00,School Bus Monitors,Mathematics,1.62
33-9094.00,School Bus Monitors,Science,1.0
33-9099.02,Retail Loss Prevention Specialists,Critical Thinking,3.75
33-9099.02,Retail Loss Prevention Specialists,Active Listening,3.5
33-9099.02,Retail Loss Prevention Specialists,Speaking,3.5
33-9099.02,Retail Loss Prevention Specialists,Monitoring,3.5
33-9099.02,Retail Loss Prevention Specialists,Reading Comprehension,3.25
33-9099.02,Retail Loss Prevention Specialists,Active Learning,3.25
33-9099.02,Retail Loss Prevention Specialists,Writing,3.12
33-9099.02,Retail Loss Prevention Specialists,Learning Strategies,2.88
33-9099.02,Retail Loss Prevention Specialists,Mathematics,2.62
33-9099.02,Retail Loss Prevention Specialists,Science,1.25
35-1011.00,Chefs and Head Cooks,Monitoring,4.0
35-1011.00,Chefs and Head Cooks,Speaking,3.88
35-1011.00,Chefs and Head Cooks,Critical Thinking,3.75
35-1011.00,Chefs and Head Cooks,Active Listening,3.62
35-1011.00,Chefs and Head Cooks,Reading Comprehension,3.5
35-1011.00,Chefs and Head Cooks,Active Learning,3.38
35-1011.00,Chefs and Head Cooks,Learning Strategies,3.25
35-1011.00,Chefs and Head Cooks,Writing,3.12
35-1011.00,Chefs and Head Cooks,Mathematics,3.0
35-1011.00,Chefs and Head Cooks,Science,1.75
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Speaking,3.88
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Monitoring,3.88
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Active Listening,3.75
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Reading Comprehension,3.25
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Critical Thinking,3.12
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Learning Strategies,3.12
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Writing,3.0
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Mathematics,3.0
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Active Learning,3.0
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Science,1.0
35-2011.00,"Cooks, Fast Food",Active Listening,3.0
35-2011.00,"Cooks, Fast Food",Speaking,2.88
35-2011.00,"Cooks, Fast Food",Reading Comprehension,2.75
35-2011.00,"Cooks, Fast Food",Critical Thinking,2.62
35-2011.00,"Cooks, Fast Food",Monitoring,2.62
35-2011.00,"Cooks, Fast Food",Writing,2.12
35-2011.00,"Cooks, Fast Food",Active Learning,2.0
35-2011.00,"Cooks, Fast Food",Learning Strategies,2.0
35-2011.00,"Cooks, Fast Food",Mathematics,1.88
35-2011.00,"Cooks, Fast Food",Science,1.0
35-2012.00,"Cooks, Institution and Cafeteria",Speaking,3.12
35-2012.00,"Cooks, Institution and Cafeteria",Monitoring,3.12
35-2012.00,"Cooks, Institution and Cafeteria",Active Listening,3.0
35-2012.00,"Cooks, Institution and Cafeteria",Critical Thinking,3.0
35-2012.00,"Cooks, Institution and Cafeteria",Reading Comprehension,2.88
35-2012.00,"Cooks, Institution and Cafeteria",Mathematics,2.88
35-2012.00,"Cooks, Institution and Cafeteria",Active Learning,2.88
35-2012.00,"Cooks, Institution and Cafeteria",Writing,2.75
35-2012.00,"Cooks, Institution and Cafeteria",Learning Strategies,2.75
35-2012.00,"Cooks, Institution and Cafeteria",Science,1.0
35-2013.00,"Cooks, Private Household",Critical Thinking,3.25
35-2013.00,"Cooks, Private Household",Reading Comprehension,3.0
35-2013.00,"Cooks, Private Household",Active Listening,3.0
35-2013.00,"Cooks, Private Household",Speaking,3.0
35-2013.00,"Cooks, Private Household",Monitoring,3.0
35-2013.00,"Cooks, Private Household",Writing,2.88
35-2013.00,"Cooks, Private Household",Active Learning,2.88
35-2013.00,"Cooks, Private Household",Learning Strategies,2.75
35-2013.00,"Cooks, Private Household",Mathematics,2.25
35-2013.00,"Cooks, Private Household",Science,1.38
35-2014.00,"Cooks, Restaurant",Speaking,3.0
35-2014.00,"Cooks, Restaurant",Critical Thinking,3.0
35-2014.00,"Cooks, Restaurant",Monitoring,3.0
35-2014.00,"Cooks, Restaurant",Active Listening,2.88
35-2014.00,"Cooks, Restaurant",Reading Comprehension,2.75
35-2014.00,"Cooks, Restaurant",Active Learning,2.75
35-2014.00,"Cooks, Restaurant",Writing,2.25
35-2014.00,"Cooks, Restaurant",Mathematics,2.25
35-2014.00,"Cooks, Restaurant",Learning Strategies,2.0
35-2014.00,"Cooks, Restaurant",Science,1.38
35-2015.00,"Cooks, Short Order",Reading Comprehension,3.12
35-2015.00,"Cooks, Short Order",Active Listening,3.12
35-2015.00,"Cooks, Short Order",Speaking,3.0
35-2015.00,"Cooks, Short Order",Critical Thinking,2.88
35-2015.00,"Cooks, Short Order",Monitoring,2.88
35-2015.00,"Cooks, Short Order",Active Learning,2.38
35-2015.00,"Cooks, Short Order",Writing,2.25
35-2015.00,"Cooks, Short Order",Mathematics,2.12
35-2015.00,"Cooks, Short Order",Learning Strategies,2.0
35-2015.00,"Cooks, Short Order",Science,1.0
35-2021.00,Food Preparation Workers,Active Listening,3.0
35-2021.00,Food Preparation Workers,Speaking,2.88
35-2021.00,Food Preparation Workers,Critical Thinking,2.75
35-2021.00,Food Preparation Workers,Reading Comprehension,2.62
35-2021.00,Food Preparation Workers,Monitoring,2.5
35-2021.00,Food Preparation Workers,Mathematics,2.0
35-2021.00,Food Preparation Workers,Active Learning,2.0
35-2021.00,Food Preparation Workers,Learning Strategies,2.0
35-2021.00,Food Preparation Workers,Writing,1.88
35-2021.00,Food Preparation Workers,Science,1.0
35-3011.00,Bartenders,Active Listening,3.75
35-3011.00,Bartenders,Speaking,3.12
35-3011.00,Bartenders,Critical Thinking,3.12
35-3011.00,Bartenders,Reading Comprehension,3.0
35-3011.00,Bartenders,Active Learning,3.0
35-3011.00,Bartenders,Monitoring,3.0
35-3011.00,Bartenders,Learning Strategies,2.88
35-3011.00,Bartenders,Writing,2.75
35-3011.00,Bartenders,Mathematics,2.25
35-3011.00,Bartenders,Science,1.0
35-3023.00,Fast Food and Counter Workers,Active Listening,3.0
35-3023.00,Fast Food and Counter Workers,Monitoring,2.88
35-3023.00,Fast Food and Counter Workers,Speaking,2.62
35-3023.00,Fast Food and Counter Workers,Critical Thinking,2.5
35-3023.00,Fast Food and Counter Workers,Reading Comprehension,2.38
35-3023.00,Fast Food and Counter Workers,Writing,2.0
35-3023.00,Fast Food and Counter Workers,Mathematics,2.0
35-3023.00,Fast Food and Counter Workers,Learning Strategies,2.0
35-3023.00,Fast Food and Counter Workers,Active Learning,1.88
35-3023.00,Fast Food and Counter Workers,Science,1.0
35-3023.01,Baristas,Active Listening,3.38
35-3023.01,Baristas,Speaking,3.25
35-3023.01,Baristas,Monitoring,3.0
35-3023.01,Baristas,Reading Comprehension,2.88
35-3023.01,Baristas,Critical Thinking,2.62
35-3023.01,Baristas,Writing,2.5
35-3023.01,Baristas,Active Learning,2.5
35-3023.01,Baristas,Learning Strategies,2.0
35-3023.01,Baristas,Mathematics,1.88
35-3023.01,Baristas,Science,1.0
35-3031.00,Waiters and Waitresses,Active Listening,3.5
35-3031.00,Waiters and Waitresses,Speaking,3.5
35-3031.00,Waiters and Waitresses,Monitoring,3.0
35-3031.00,Waiters and Waitresses,Critical Thinking,2.88
35-3031.00,Waiters and Waitresses,Reading Comprehension,2.75
35-3031.00,Waiters and Waitresses,Active Learning,2.5
35-3031.00,Waiters and Waitresses,Writing,2.12
35-3031.00,Waiters and Waitresses,Mathematics,2.12
35-3031.00,Waiters and Waitresses,Learning Strategies,2.0
35-3031.00,Waiters and Waitresses,Science,1.0
35-3041.00,"Food Servers, Nonrestaurant",Active Listening,3.0
35-3041.00,"Food Servers, Nonrestaurant",Speaking,3.0
35-3041.00,"Food Servers, Nonrestaurant",Reading Comprehension,2.88
35-3041.00,"Food Servers, Nonrestaurant",Critical Thinking,2.88
35-3041.00,"Food Servers, Nonrestaurant",Monitoring,2.75
35-3041.00,"Food Servers, Nonrestaurant",Writing,2.0
35-3041.00,"Food Servers, Nonrestaurant",Mathematics,2.0
35-3041.00,"Food Servers, Nonrestaurant",Active Learning,2.0
35-3041.00,"Food Servers, Nonrestaurant",Learning Strategies,2.0
35-3041.00,"Food Servers, Nonrestaurant",Science,1.0
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Active Listening,3.0
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Speaking,2.88
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Monitoring,2.88
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Critical Thinking,2.75
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Reading Comprehension,2.38
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Active Learning,2.12
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Writing,2.0
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Learning Strategies,2.0
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Mathematics,1.88
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Science,1.0
35-9021.00,Dishwashers,Active Listening,2.62
35-9021.00,Dishwashers,Speaking,2.5
35-9021.00,Dishwashers,Critical Thinking,2.5
35-9021.00,Dishwashers,Monitoring,2.5
35-9021.00,Dishwashers,Reading Comprehension,2.0
35-9021.00,Dishwashers,Learning Strategies,2.0
35-9021.00,Dishwashers,Active Learning,1.88
35-9021.00,Dishwashers,Writing,1.75
35-9021.00,Dishwashers,Mathematics,1.5
35-9021.00,Dishwashers,Science,1.0
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Active Listening,3.5
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Speaking,3.12
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Reading Comprehension,2.88
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Monitoring,2.88
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Critical Thinking,2.75
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Active Learning,2.62
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Writing,2.12
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Learning Strategies,2.0
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Mathematics,1.88
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Science,1.0
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Speaking,3.25
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Monitoring,3.25
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Active Listening,3.12
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Critical Thinking,3.12
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Learning Strategies,3.12
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Reading Comprehension,3.0
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Writing,2.88
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Active Learning,2.88
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Mathematics,2.12
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Science,1.0
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Monitoring,4.0
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Active Listening,3.88
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Speaking,3.75
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Critical Thinking,3.75
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Reading Comprehension,3.12
