EmployeeNumber,CurrentSkill,Source
395,Time Management,SYNTHETIC_MVP
395,Complex Problem Solving,SYNTHETIC_MVP
396,Writing,SYNTHETIC_MVP
396,Active Listening,SYNTHETIC_MVP
396,Complex Problem Solving,SYNTHETIC_MVP
397,Writing,SYNTHETIC_MVP
397,Systems Evaluation,SYNTHETIC_MVP
397,Critical Thinking,SYNTHETIC_MVP
397,Complex Problem Solving,SYNTHETIC_MVP
397,Programming,SYNTHETIC_MVP
399,Data Analysis,SYNTHETIC_MVP
399,Speaking,SYNTHETIC_MVP
399,Project Management,SYNTHETIC_MVP
399,Systems Evaluation,SYNTHETIC_MVP
399,Critical Thinking,SYNTHETIC_MVP
401,Writing,SYNTHETIC_MVP
401,Reading Comprehension,SYNTHETIC_MVP
401,Programming,SYNTHETIC_MVP
401,Systems Evaluation,SYNTHETIC_MVP
401,Speaking,SYNTHETIC_MVP
401,Active Listening,SYNTHETIC_MVP
403,Data Analysis,SYNTHETIC_MVP
403,Time Management,SYNTHETIC_MVP
403,Systems Evaluation,SYNTHETIC_MVP
403,Project Management,SYNTHETIC_MVP
403,Reading Comprehension,SYNTHETIC_MVP
404,Critical Thinking,SYNTHETIC_MVP
404,Writing,SYNTHETIC_MVP
404,Systems Evaluation,SYNTHETIC_MVP
405,Reading Comprehension,SYNTHETIC_MVP
405,Project Management,SYNTHETIC_MVP
405,Systems Evaluation,SYNTHETIC_MVP
405,Writing,SYNTHETIC_MVP
406,Time Management,SYNTHETIC_MVP
406,Data Analysis,SYNTHETIC_MVP
406,Systems Evaluation,SYNTHETIC_MVP
406,Reading Comprehension,SYNTHETIC_MVP
406,Writing,SYNTHETIC_MVP
406,Critical Thinking,SYNTHETIC_MVP
407,Project Management,SYNTHETIC_MVP
407,Critical Thinking,SYNTHETIC_MVP
407,Writing,SYNTHETIC_MVP
408,Programming,SYNTHETIC_MVP
408,Data Analysis,SYNTHETIC_MVP
408,Writing,SYNTHETIC_MVP
408,Time Management,SYNTHETIC_MVP
408,Active Listening,SYNTHETIC_MVP
408,Project Management,SYNTHETIC_MVP
410,Systems Analysis,SYNTHETIC_MVP
410,Critical Thinking,SYNTHETIC_MVP
410,Writing,SYNTHETIC_MVP
410,Data Analysis,SYNTHETIC_MVP
411,Data Analysis,SYNTHETIC_MVP
411,Programming,SYNTHETIC_MVP
411,Project Management,SYNTHETIC_MVP
411,Systems Evaluation,SYNTHETIC_MVP
411,Speaking,SYNTHETIC_MVP
412,Systems Evaluation,SYNTHETIC_MVP
412,Systems Analysis,SYNTHETIC_MVP
412,Writing,SYNTHETIC_MVP
412,Complex Problem Solving,SYNTHETIC_MVP
412,Reading Comprehension,SYNTHETIC_MVP
412,Active Listening,SYNTHETIC_MVP
416,Speaking,SYNTHETIC_MVP
416,Systems Analysis,SYNTHETIC_MVP
416,Time Management,SYNTHETIC_MVP
416,Systems Evaluation,SYNTHETIC_MVP
416,Programming,SYNTHETIC_MVP
416,Complex Problem Solving,SYNTHETIC_MVP
417,Reading Comprehension,SYNTHETIC_MVP
417,Project Management,SYNTHETIC_MVP
417,Active Listening,SYNTHETIC_MVP
417,Speaking,SYNTHETIC_MVP
417,Data Analysis,SYNTHETIC_MVP
417,Writing,SYNTHETIC_MVP
419,Speaking,SYNTHETIC_MVP
419,Project Management,SYNTHETIC_MVP
419,Active Listening,SYNTHETIC_MVP
419,Critical Thinking,SYNTHETIC_MVP
419,Complex Problem Solving,SYNTHETIC_MVP
420,Speaking,SYNTHETIC_MVP
420,Project Management,SYNTHETIC_MVP
420,Systems Evaluation,SYNTHETIC_MVP
421,Data Analysis,SYNTHETIC_MVP
421,Programming,SYNTHETIC_MVP
421,Writing,SYNTHETIC_MVP
421,Systems Analysis,SYNTHETIC_MVP
421,Systems Evaluation,SYNTHETIC_MVP
422,Reading Comprehension,SYNTHETIC_MVP
422,Writing,SYNTHETIC_MVP
422,Critical Thinking,SYNTHETIC_MVP
422,Speaking,SYNTHETIC_MVP
423,Complex Problem Solving,SYNTHETIC_MVP
423,Reading Comprehension,SYNTHETIC_MVP
423,Active Listening,SYNTHETIC_MVP
423,Writing,SYNTHETIC_MVP
423,Systems Analysis,SYNTHETIC_MVP
424,Systems Analysis,SYNTHETIC_MVP
424,Programming,SYNTHETIC_MVP
424,Data Analysis,SYNTHETIC_MVP
424,Systems Evaluation,SYNTHETIC_MVP
425,Systems Evaluation,SYNTHETIC_MVP
425,Data Analysis,SYNTHETIC_MVP
425,Active Listening,SYNTHETIC_MVP
426,Data Analysis,SYNTHETIC_MVP
426,Programming,SYNTHETIC_MVP
426,Time Management,SYNTHETIC_MVP
428,Reading Comprehension,SYNTHETIC_MVP
428,Data Analysis,SYNTHETIC_MVP
428,Project Management,SYNTHETIC_MVP
428,Complex Problem Solving,SYNTHETIC_MVP
428,Active Listening,SYNTHETIC_MVP
428,Systems Analysis,SYNTHETIC_MVP
429,Programming,SYNTHETIC_MVP
429,Critical Thinking,SYNTHETIC_MVP
429,Active Listening,SYNTHETIC_MVP
430,Programming,SYNTHETIC_MVP
430,Writing,SYNTHETIC_MVP
430,Systems Analysis,SYNTHETIC_MVP
431,Programming,SYNTHETIC_MVP
431,Complex Problem Solving,SYNTHETIC_MVP
431,Time Management,SYNTHETIC_MVP
431,Data Analysis,SYNTHETIC_MVP
431,Active Listening,SYNTHETIC_MVP
433,Speaking,SYNTHETIC_MVP
433,Data Analysis,SYNTHETIC_MVP
433,Programming,SYNTHETIC_MVP
433,Critical Thinking,SYNTHETIC_MVP
434,Systems Evaluation,SYNTHETIC_MVP
434,Project Management,SYNTHETIC_MVP
434,Data Analysis,SYNTHETIC_MVP
434,Systems Analysis,SYNTHETIC_MVP
434,Complex Problem Solving,SYNTHETIC_MVP
434,Speaking,SYNTHETIC_MVP
436,Project Management,SYNTHETIC_MVP
436,Writing,SYNTHETIC_MVP
436,Systems Analysis,SYNTHETIC_MVP
436,Data Analysis,SYNTHETIC_MVP
436,Reading Comprehension,SYNTHETIC_MVP
437,Complex Problem Solving,SYNTHETIC_MVP
437,Reading Comprehension,SYNTHETIC_MVP
437,Active Listening,SYNTHETIC_MVP
438,Systems Evaluation,SYNTHETIC_MVP
438,Speaking,SYNTHETIC_MVP
438,Programming,SYNTHETIC_MVP
438,Critical Thinking,SYNTHETIC_MVP
439,Reading Comprehension,SYNTHETIC_MVP
439,Critical Thinking,SYNTHETIC_MVP
439,Writing,SYNTHETIC_MVP
439,Speaking,SYNTHETIC_MVP
439,Data Analysis,SYNTHETIC_MVP
439,Time Management,SYNTHETIC_MVP
440,Data Analysis,SYNTHETIC_MVP
440,Speaking,SYNTHETIC_MVP
440,Writing,SYNTHETIC_MVP
441,Writing,SYNTHETIC_MVP
441,Data Analysis,SYNTHETIC_MVP
441,Systems Analysis,SYNTHETIC_MVP
441,Critical Thinking,SYNTHETIC_MVP
441,Programming,SYNTHETIC_MVP
442,Project Management,SYNTHETIC_MVP
442,Data Analysis,SYNTHETIC_MVP
442,Active Listening,SYNTHETIC_MVP
442,Systems Analysis,SYNTHETIC_MVP
442,Complex Problem Solving,SYNTHETIC_MVP
444,Data Analysis,SYNTHETIC_MVP
444,Programming,SYNTHETIC_MVP
444,Systems Evaluation,SYNTHETIC_MVP
444,Complex Problem Solving,SYNTHETIC_MVP
444,Systems Analysis,SYNTHETIC_MVP
445,Data Analysis,SYNTHETIC_MVP
445,Systems Evaluation,SYNTHETIC_MVP
445,Time Management,SYNTHETIC_MVP
445,Active Listening,SYNTHETIC_MVP
445,Critical Thinking,SYNTHETIC_MVP
446,Active Listening,SYNTHETIC_MVP
446,Programming,SYNTHETIC_MVP
446,Project Management,SYNTHETIC_MVP
446,Writing,SYNTHETIC_MVP
446,Data Analysis,SYNTHETIC_MVP
446,Systems Analysis,SYNTHETIC_MVP
447,Project Management,SYNTHETIC_MVP
447,Writing,SYNTHETIC_MVP
447,Speaking,SYNTHETIC_MVP
447,Data Analysis,SYNTHETIC_MVP
447,Reading Comprehension,SYNTHETIC_MVP
448,Systems Evaluation,SYNTHETIC_MVP
448,Reading Comprehension,SYNTHETIC_MVP
448,Complex Problem Solving,SYNTHETIC_MVP
448,Speaking,SYNTHETIC_MVP
448,Data Analysis,SYNTHETIC_MVP
449,Project Management,SYNTHETIC_MVP
449,Reading Comprehension,SYNTHETIC_MVP
449,Time Management,SYNTHETIC_MVP
449,Systems Evaluation,SYNTHETIC_MVP
449,Writing,SYNTHETIC_MVP
450,Speaking,SYNTHETIC_MVP
450,Systems Analysis,SYNTHETIC_MVP
450,Reading Comprehension,SYNTHETIC_MVP
450,Programming,SYNTHETIC_MVP
451,Systems Analysis,SYNTHETIC_MVP
451,Systems Evaluation,SYNTHETIC_MVP
451,Speaking,SYNTHETIC_MVP
451,Writing,SYNTHETIC_MVP
451,Time Management,SYNTHETIC_MVP
452,Complex Problem Solving,SYNTHETIC_MVP
452,Speaking,SYNTHETIC_MVP
452,Programming,SYNTHETIC_MVP
452,Systems Analysis,SYNTHETIC_MVP
453,Time Management,SYNTHETIC_MVP
453,Programming,SYNTHETIC_MVP
453,Critical Thinking,SYNTHETIC_MVP
453,Speaking,SYNTHETIC_MVP
453,Writing,SYNTHETIC_MVP
454,Systems Analysis,SYNTHETIC_MVP
454,Speaking,SYNTHETIC_MVP
454,Writing,SYNTHETIC_MVP
454,Critical Thinking,SYNTHETIC_MVP
455,Project Management,SYNTHETIC_MVP
455,Complex Problem Solving,SYNTHETIC_MVP
455,Active Listening,SYNTHETIC_MVP
455,Time Management,SYNTHETIC_MVP
456,Writing,SYNTHETIC_MVP
456,Active Listening,SYNTHETIC_MVP
456,Data Analysis,SYNTHETIC_MVP
456,Critical Thinking,SYNTHETIC_MVP
456,Project Management,SYNTHETIC_MVP
458,Critical Thinking,SYNTHETIC_MVP
458,Complex Problem Solving,SYNTHETIC_MVP
458,Writing,SYNTHETIC_MVP
458,Project Management,SYNTHETIC_MVP
460,Programming,SYNTHETIC_MVP
460,Systems Analysis,SYNTHETIC_MVP
460,Critical Thinking,SYNTHETIC_MVP
461,Programming,SYNTHETIC_MVP
461,Data Analysis,SYNTHETIC_MVP
461,Active Listening,SYNTHETIC_MVP
461,Complex Problem Solving,SYNTHETIC_MVP
461,Critical Thinking,SYNTHETIC_MVP
461,Time Management,SYNTHETIC_MVP
462,Programming,SYNTHETIC_MVP
462,Active Listening,SYNTHETIC_MVP
462,Speaking,SYNTHETIC_MVP
462,Critical Thinking,SYNTHETIC_MVP
462,Reading Comprehension,SYNTHETIC_MVP
462,Writing,SYNTHETIC_MVP
463,Data Analysis,SYNTHETIC_MVP
463,Programming,SYNTHETIC_MVP
463,Speaking,SYNTHETIC_MVP
464,Data Analysis,SYNTHETIC_MVP
464,Complex Problem Solving,SYNTHETIC_MVP
464,Critical Thinking,SYNTHETIC_MVP
464,Active Listening,SYNTHETIC_MVP
465,Systems Analysis,SYNTHETIC_MVP
465,Complex Problem Solving,SYNTHETIC_MVP
465,Data Analysis,SYNTHETIC_MVP
465,Systems Evaluation,SYNTHETIC_MVP
465,Active Listening,SYNTHETIC_MVP
466,Systems Analysis,SYNTHETIC_MVP
466,Speaking,SYNTHETIC_MVP
466,Complex Problem Solving,SYNTHETIC_MVP
467,Data Analysis,SYNTHETIC_MVP
467,Speaking,SYNTHETIC_MVP
467,Active Listening,SYNTHETIC_MVP
467,Project Management,SYNTHETIC_MVP
467,Reading Comprehension,SYNTHETIC_MVP
467,Time Management,SYNTHETIC_MVP
468,Systems Analysis,SYNTHETIC_MVP
468,Time Management,SYNTHETIC_MVP
468,Speaking,SYNTHETIC_MVP
468,Data Analysis,SYNTHETIC_MVP
468,Project Management,SYNTHETIC_MVP
469,Reading Comprehension,SYNTHETIC_MVP
469,Systems Evaluation,SYNTHETIC_MVP
469,Systems Analysis,SYNTHETIC_MVP
469,Speaking,SYNTHETIC_MVP
470,Speaking,SYNTHETIC_MVP
470,Programming,SYNTHETIC_MVP
470,Writing,SYNTHETIC_MVP
470,Data Analysis,SYNTHETIC_MVP
471,Active Listening,SYNTHETIC_MVP
471,Systems Evaluation,SYNTHETIC_MVP
471,Critical Thinking,SYNTHETIC_MVP
471,Systems Analysis,SYNTHETIC_MVP
471,Time Management,SYNTHETIC_MVP
473,Active Listening,SYNTHETIC_MVP
473,Programming,SYNTHETIC_MVP
473,Systems Analysis,SYNTHETIC_MVP
473,Project Management,SYNTHETIC_MVP
473,Time Management,SYNTHETIC_MVP
473,Writing,SYNTHETIC_MVP
474,Complex Problem Solving,SYNTHETIC_MVP
474,Systems Evaluation,SYNTHETIC_MVP
474,Speaking,SYNTHETIC_MVP
474,Writing,SYNTHETIC_MVP
474,Project Management,SYNTHETIC_MVP
474,Programming,SYNTHETIC_MVP
475,Active Listening,SYNTHETIC_MVP
475,Reading Comprehension,SYNTHETIC_MVP
475,Systems Evaluation,SYNTHETIC_MVP
476,Systems Analysis,SYNTHETIC_MVP
476,Systems Evaluation,SYNTHETIC_MVP
476,Data Analysis,SYNTHETIC_MVP
476,Critical Thinking,SYNTHETIC_MVP
476,Programming,SYNTHETIC_MVP
476,Reading Comprehension,SYNTHETIC_MVP
477,Systems Evaluation,SYNTHETIC_MVP
477,Active Listening,SYNTHETIC_MVP
477,Systems Analysis,SYNTHETIC_MVP
477,Programming,SYNTHETIC_MVP
477,Complex Problem Solving,SYNTHETIC_MVP
477,Data Analysis,SYNTHETIC_MVP
478,Writing,SYNTHETIC_MVP
478,Active Listening,SYNTHETIC_MVP
478,Reading Comprehension,SYNTHETIC_MVP
478,Critical Thinking,SYNTHETIC_MVP
478,Data Analysis,SYNTHETIC_MVP
478,Systems Evaluation,SYNTHETIC_MVP
479,Speaking,SYNTHETIC_MVP
479,Programming,SYNTHETIC_MVP
479,Time Management,SYNTHETIC_MVP
479,Writing,SYNTHETIC_MVP
479,Data Analysis,SYNTHETIC_MVP
479,Systems Evaluation,SYNTHETIC_MVP
481,Data Analysis,SYNTHETIC_MVP
481,Reading Comprehension,SYNTHETIC_MVP
481,Programming,SYNTHETIC_MVP
481,Speaking,SYNTHETIC_MVP
481,Complex Problem Solving,SYNTHETIC_MVP
482,Speaking,SYNTHETIC_MVP
482,Active Listening,SYNTHETIC_MVP
482,Time Management,SYNTHETIC_MVP
482,Reading Comprehension,SYNTHETIC_MVP
482,Systems Evaluation,SYNTHETIC_MVP
483,Critical Thinking,SYNTHETIC_MVP
483,Active Listening,SYNTHETIC_MVP
483,Data Analysis,SYNTHETIC_MVP
484,Speaking,SYNTHETIC_MVP
484,Systems Analysis,SYNTHETIC_MVP
484,Time Management,SYNTHETIC_MVP
484,Programming,SYNTHETIC_MVP
485,Speaking,SYNTHETIC_MVP
485,Programming,SYNTHETIC_MVP
485,Active Listening,SYNTHETIC_MVP
486,Programming,SYNTHETIC_MVP
486,Reading Comprehension,SYNTHETIC_MVP
486,Critical Thinking,SYNTHETIC_MVP
487,Active Listening,SYNTHETIC_MVP
487,Systems Analysis,SYNTHETIC_MVP
487,Data Analysis,SYNTHETIC_MVP
488,Project Management,SYNTHETIC_MVP
488,Critical Thinking,SYNTHETIC_MVP
488,Active Listening,SYNTHETIC_MVP
491,Programming,SYNTHETIC_MVP
491,Data Analysis,SYNTHETIC_MVP
491,Critical Thinking,SYNTHETIC_MVP
492,Data Analysis,SYNTHETIC_MVP
492,Critical Thinking,SYNTHETIC_MVP
492,Complex Problem Solving,SYNTHETIC_MVP
492,Writing,SYNTHETIC_MVP
492,Time Management,SYNTHETIC_MVP
493,Writing,SYNTHETIC_MVP
493,Programming,SYNTHETIC_MVP
493,Speaking,SYNTHETIC_MVP
494,Time Management,SYNTHETIC_MVP
494,Speaking,SYNTHETIC_MVP
494,Complex Problem Solving,SYNTHETIC_MVP
494,Systems Analysis,SYNTHETIC_MVP
495,Systems Analysis,SYNTHETIC_MVP
495,Complex Problem Solving,SYNTHETIC_MVP
495,Speaking,SYNTHETIC_MVP
495,Critical Thinking,SYNTHETIC_MVP
495,Active Listening,SYNTHETIC_MVP
495,Project Management,SYNTHETIC_MVP
496,Critical Thinking,SYNTHETIC_MVP
496,Writing,SYNTHETIC_MVP
496,Reading Comprehension,SYNTHETIC_MVP
497,Time Management,SYNTHETIC_MVP
497,Reading Comprehension,SYNTHETIC_MVP
497,Programming,SYNTHETIC_MVP
497,Critical Thinking,SYNTHETIC_MVP
497,Writing,SYNTHETIC_MVP
498,Active Listening,SYNTHETIC_MVP
498,Programming,SYNTHETIC_MVP
498,Systems Evaluation,SYNTHETIC_MVP
499,Systems Evaluation,SYNTHETIC_MVP
499,Critical Thinking,SYNTHETIC_MVP
499,Time Management,SYNTHETIC_MVP
500,Project Management,SYNTHETIC_MVP
500,Systems Evaluation,SYNTHETIC_MVP
500,Active Listening,SYNTHETIC_MVP
501,Active Listening,SYNTHETIC_MVP
501,Programming,SYNTHETIC_MVP
501,Complex Problem Solving,SYNTHETIC_MVP
501,Critical Thinking,SYNTHETIC_MVP
502,Systems Analysis,SYNTHETIC_MVP
502,Speaking,SYNTHETIC_MVP
502,Complex Problem Solving,SYNTHETIC_MVP
502,Programming,SYNTHETIC_MVP
502,Project Management,SYNTHETIC_MVP
505,Writing,SYNTHETIC_MVP
505,Time Management,SYNTHETIC_MVP
505,Data Analysis,SYNTHETIC_MVP
505,Programming,SYNTHETIC_MVP
505,Project Management,SYNTHETIC_MVP
505,Critical Thinking,SYNTHETIC_MVP
507,Project Management,SYNTHETIC_MVP
507,Systems Evaluation,SYNTHETIC_MVP
507,Systems Analysis,SYNTHETIC_MVP
508,Systems Analysis,SYNTHETIC_MVP
508,Project Management,SYNTHETIC_MVP
508,Complex Problem Solving,SYNTHETIC_MVP
508,Programming,SYNTHETIC_MVP
510,Reading Comprehension,SYNTHETIC_MVP
510,Speaking,SYNTHETIC_MVP
510,Time Management,SYNTHETIC_MVP
511,Programming,SYNTHETIC_MVP
511,Critical Thinking,SYNTHETIC_MVP
511,Writing,SYNTHETIC_MVP
513,Complex Problem Solving,SYNTHETIC_MVP
513,Systems Evaluation,SYNTHETIC_MVP
513,Systems Analysis,SYNTHETIC_MVP
513,Data Analysis,SYNTHETIC_MVP
513,Speaking,SYNTHETIC_MVP
514,Time Management,SYNTHETIC_MVP
514,Complex Problem Solving,SYNTHETIC_MVP
514,Systems Analysis,SYNTHETIC_MVP
515,Active Listening,SYNTHETIC_MVP
515,Reading Comprehension,SYNTHETIC_MVP
515,Systems Analysis,SYNTHETIC_MVP
515,Complex Problem Solving,SYNTHETIC_MVP
515,Project Management,SYNTHETIC_MVP
515,Programming,SYNTHETIC_MVP
516,Systems Evaluation,SYNTHETIC_MVP
516,Project Management,SYNTHETIC_MVP
516,Programming,SYNTHETIC_MVP
516,Complex Problem Solving,SYNTHETIC_MVP
517,Speaking,SYNTHETIC_MVP
517,Systems Evaluation,SYNTHETIC_MVP
517,Programming,SYNTHETIC_MVP
517,Reading Comprehension,SYNTHETIC_MVP
518,Systems Evaluation,SYNTHETIC_MVP
518,Systems Analysis,SYNTHETIC_MVP
518,Data Analysis,SYNTHETIC_MVP
518,Time Management,SYNTHETIC_MVP
518,Critical Thinking,SYNTHETIC_MVP
520,Critical Thinking,SYNTHETIC_MVP
520,Project Management,SYNTHETIC_MVP
520,Programming,SYNTHETIC_MVP
520,Systems Analysis,SYNTHETIC_MVP
521,Systems Evaluation,SYNTHETIC_MVP
521,Active Listening,SYNTHETIC_MVP
521,Speaking,SYNTHETIC_MVP
521,Systems Analysis,SYNTHETIC_MVP
522,Speaking,SYNTHETIC_MVP
522,Data Analysis,SYNTHETIC_MVP
522,Project Management,SYNTHETIC_MVP
522,Complex Problem Solving,SYNTHETIC_MVP
522,Reading Comprehension,SYNTHETIC_MVP
522,Active Listening,SYNTHETIC_MVP
523,Complex Problem Solving,SYNTHETIC_MVP
523,Time Management,SYNTHETIC_MVP
523,Active Listening,SYNTHETIC_MVP
523,Programming,SYNTHETIC_MVP
523,Reading Comprehension,SYNTHETIC_MVP
523,Writing,SYNTHETIC_MVP
524,Critical Thinking,SYNTHETIC_MVP
524,Complex Problem Solving,SYNTHETIC_MVP
524,Programming,SYNTHETIC_MVP
524,Systems Analysis,SYNTHETIC_MVP
524,Systems Evaluation,SYNTHETIC_MVP
525,Reading Comprehension,SYNTHETIC_MVP
525,Speaking,SYNTHETIC_MVP
525,Active Listening,SYNTHETIC_MVP
526,Reading Comprehension,SYNTHETIC_MVP
526,Active Listening,SYNTHETIC_MVP
526,Data Analysis,SYNTHETIC_MVP
527,Project Management,SYNTHETIC_MVP
527,Reading Comprehension,SYNTHETIC_MVP
527,Speaking,SYNTHETIC_MVP
527,Data Analysis,SYNTHETIC_MVP
527,Systems Analysis,SYNTHETIC_MVP
529,Project Management,SYNTHETIC_MVP
529,Speaking,SYNTHETIC_MVP
529,Systems Analysis,SYNTHETIC_MVP
529,Programming,SYNTHETIC_MVP
530,Speaking,SYNTHETIC_MVP
530,Critical Thinking,SYNTHETIC_MVP
530,Reading Comprehension,SYNTHETIC_MVP
531,Active Listening,SYNTHETIC_MVP
531,Critical Thinking,SYNTHETIC_MVP
531,Systems Evaluation,SYNTHETIC_MVP
531,Complex Problem Solving,SYNTHETIC_MVP
531,Systems Analysis,SYNTHETIC_MVP
531,Programming,SYNTHETIC_MVP
532,Programming,SYNTHETIC_MVP
532,Time Management,SYNTHETIC_MVP
532,Reading Comprehension,SYNTHETIC_MVP
532,Project Management,SYNTHETIC_MVP
532,Systems Analysis,SYNTHETIC_MVP
533,Time Management,SYNTHETIC_MVP
533,Active Listening,SYNTHETIC_MVP
533,Data Analysis,SYNTHETIC_MVP
533,Programming,SYNTHETIC_MVP
534,Time Management,SYNTHETIC_MVP
534,Complex Problem Solving,SYNTHETIC_MVP
534,Critical Thinking,SYNTHETIC_MVP
536,Time Management,SYNTHETIC_MVP
536,Active Listening,SYNTHETIC_MVP
536,Project Management,SYNTHETIC_MVP
536,Writing,SYNTHETIC_MVP
538,Reading Comprehension,SYNTHETIC_MVP
538,Time Management,SYNTHETIC_MVP
538,Writing,SYNTHETIC_MVP
538,Systems Evaluation,SYNTHETIC_MVP
538,Data Analysis,SYNTHETIC_MVP
543,Reading Comprehension,SYNTHETIC_MVP
543,Complex Problem Solving,SYNTHETIC_MVP
543,Critical Thinking,SYNTHETIC_MVP
543,Programming,SYNTHETIC_MVP
544,Systems Analysis,SYNTHETIC_MVP
544,Active Listening,SYNTHETIC_MVP
544,Speaking,SYNTHETIC_MVP
544,Time Management,SYNTHETIC_MVP
544,Reading Comprehension,SYNTHETIC_MVP
544,Data Analysis,SYNTHETIC_MVP
546,Systems Analysis,SYNTHETIC_MVP
546,Time Management,SYNTHETIC_MVP
546,Project Management,SYNTHETIC_MVP
547,Writing,SYNTHETIC_MVP
547,Active Listening,SYNTHETIC_MVP
547,Programming,SYNTHETIC_MVP
547,Data Analysis,SYNTHETIC_MVP
547,Systems Evaluation,SYNTHETIC_MVP
547,Complex Problem Solving,SYNTHETIC_MVP
548,Speaking,SYNTHETIC_MVP
548,Systems Analysis,SYNTHETIC_MVP
548,Complex Problem Solving,SYNTHETIC_MVP
548,Time Management,SYNTHETIC_MVP
548,Writing,SYNTHETIC_MVP
549,Project Management,SYNTHETIC_MVP
549,Data Analysis,SYNTHETIC_MVP
549,Complex Problem Solving,SYNTHETIC_MVP
549,Active Listening,SYNTHETIC_MVP
549,Critical Thinking,SYNTHETIC_MVP
550,Systems Evaluation,SYNTHETIC_MVP
550,Writing,SYNTHETIC_MVP
550,Project Management,SYNTHETIC_MVP
550,Time Management,SYNTHETIC_MVP
551,Data Analysis,SYNTHETIC_MVP
551,Systems Evaluation,SYNTHETIC_MVP
551,Speaking,SYNTHETIC_MVP
551,Reading Comprehension,SYNTHETIC_MVP
551,Active Listening,SYNTHETIC_MVP
551,Programming,SYNTHETIC_MVP
554,Systems Evaluation,SYNTHETIC_MVP
554,Critical Thinking,SYNTHETIC_MVP
554,Active Listening,SYNTHETIC_MVP
554,Complex Problem Solving,SYNTHETIC_MVP
555,Active Listening,SYNTHETIC_MVP
555,Speaking,SYNTHETIC_MVP
555,Time Management,SYNTHETIC_MVP
555,Complex Problem Solving,SYNTHETIC_MVP
555,Programming,SYNTHETIC_MVP
555,Project Management,SYNTHETIC_MVP
556,Critical Thinking,SYNTHETIC_MVP
556,Time Management,SYNTHETIC_MVP
556,Systems Analysis,SYNTHETIC_MVP
556,Data Analysis,SYNTHETIC_MVP
558,Programming,SYNTHETIC_MVP
558,Time Management,SYNTHETIC_MVP
558,Active Listening,SYNTHETIC_MVP
560,Time Management,SYNTHETIC_MVP
560,Critical Thinking,SYNTHETIC_MVP
560,Data Analysis,SYNTHETIC_MVP
560,Programming,SYNTHETIC_MVP
560,Complex Problem Solving,SYNTHETIC_MVP
562,Writing,SYNTHETIC_MVP
562,Data Analysis,SYNTHETIC_MVP
562,Complex Problem Solving,SYNTHETIC_MVP
564,Programming,SYNTHETIC_MVP
564,Systems Evaluation,SYNTHETIC_MVP
564,Data Analysis,SYNTHETIC_MVP
564,Time Management,SYNTHETIC_MVP
565,Time Management,SYNTHETIC_MVP
565,Systems Analysis,SYNTHETIC_MVP
565,Complex Problem Solving,SYNTHETIC_MVP
566,Systems Analysis,SYNTHETIC_MVP
566,Writing,SYNTHETIC_MVP
566,Time Management,SYNTHETIC_MVP
567,Project Management,SYNTHETIC_MVP
567,Speaking,SYNTHETIC_MVP
567,Systems Analysis,SYNTHETIC_MVP
567,Writing,SYNTHETIC_MVP
567,Complex Problem Solving,SYNTHETIC_MVP
568,Critical Thinking,SYNTHETIC_MVP
568,Systems Evaluation,SYNTHETIC_MVP
568,Speaking,SYNTHETIC_MVP
568,Reading Comprehension,SYNTHETIC_MVP
568,Time Management,SYNTHETIC_MVP
569,Data Analysis,SYNTHETIC_MVP
569,Complex Problem Solving,SYNTHETIC_MVP
569,Reading Comprehension,SYNTHETIC_MVP
571,Systems Evaluation,SYNTHETIC_MVP
571,Complex Problem Solving,SYNTHETIC_MVP
571,Project Management,SYNTHETIC_MVP
571,Writing,SYNTHETIC_MVP
573,Time Management,SYNTHETIC_MVP
573,Programming,SYNTHETIC_MVP
573,Active Listening,SYNTHETIC_MVP
573,Data Analysis,SYNTHETIC_MVP
573,Reading Comprehension,SYNTHETIC_MVP
573,Speaking,SYNTHETIC_MVP
574,Systems Evaluation,SYNTHETIC_MVP
574,Reading Comprehension,SYNTHETIC_MVP
574,Complex Problem Solving,SYNTHETIC_MVP
574,Programming,SYNTHETIC_MVP
574,Speaking,SYNTHETIC_MVP
575,Writing,SYNTHETIC_MVP
575,Time Management,SYNTHETIC_MVP
575,Programming,SYNTHETIC_MVP
575,Active Listening,SYNTHETIC_MVP
575,Complex Problem Solving,SYNTHETIC_MVP
577,Time Management,SYNTHETIC_MVP
577,Speaking,SYNTHETIC_MVP
577,Programming,SYNTHETIC_MVP
577,Active Listening,SYNTHETIC_MVP
577,Data Analysis,SYNTHETIC_MVP
577,Project Management,SYNTHETIC_MVP
578,Critical Thinking,SYNTHETIC_MVP
578,Systems Evaluation,SYNTHETIC_MVP
578,Systems Analysis,SYNTHETIC_MVP
578,Time Management,SYNTHETIC_MVP
578,Project Management,SYNTHETIC_MVP
578,Complex Problem Solving,SYNTHETIC_MVP
579,Time Management,SYNTHETIC_MVP
579,Complex Problem Solving,SYNTHETIC_MVP
579,Reading Comprehension,SYNTHETIC_MVP
579,Speaking,SYNTHETIC_MVP
580,Speaking,SYNTHETIC_MVP
580,Critical Thinking,SYNTHETIC_MVP
580,Systems Evaluation,SYNTHETIC_MVP
580,Project Management,SYNTHETIC_MVP
580,Time Management,SYNTHETIC_MVP
581,Critical Thinking,SYNTHETIC_MVP
581,Active Listening,SYNTHETIC_MVP
